time,gdp_growth,exports,imports,capital_formation,unemployment,house_price_index,labor_costs_index,production
2016-03-01,0.460721,0.07419433333333333,0.4497226666666666,2.9495016666666665,6.333333333333337,103.35933333333334,0.41166246666666667,0.44449337308202796
2016-04-01,0.232835,-0.014801,1.008835,3.478718,6.26666666666667,103.626,0.4980354,-0.0656167979002779
2016-05-01,0.5293673333333333,0.3131826666666666,0.8233199999999999,2.3318383333333337,6.122222222222224,104.49300000000001,0.2612747333333334,-0.6346834682434318
2016-06-01,0.8258996666666666,0.6411663333333333,0.637805,1.1849586666666667,5.977777777777777,105.36,0.024514066666666723,-1.2037501385865859
2016-07-01,1.1224319999999999,0.96915,0.45228999999999997,0.038079,5.83333333333333,106.227,-0.21224659999999998,-1.7728168089297398
2016-08-01,1.0292336666666666,1.0817809999999999,0.6482576666666666,0.16024833333333333,5.733333333333331,106.66033333333334,-0.2624863333333333,-0.2571898155788297
2016-09-01,0.9360353333333333,1.194412,0.8442253333333333,0.2824176666666666,5.63333333333333,107.09366666666666,-0.3127260666666667,1.2584371777720804
2016-10-01,0.8428370000000001,1.307043,1.040193,0.404587,5.5333333333333306,107.527,-0.3629658,2.77406417112299
2016-11-01,0.7310863333333334,1.8100916666666667,1.3787973333333332,0.25111399999999995,5.43333333333333,108.26033333333334,-0.19037616666666668,1.9035766560874192
2016-12-01,0.6193356666666667,2.313140333333333,1.7174016666666665,0.09764099999999998,5.33333333333333,108.99366666666667,-0.017786533333333354,1.0330891410518481
2017-01-01,0.5075850000000001,2.816189,2.056006,-0.05583200000000001,5.23333333333333,109.727,0.1548031,0.16260162601627698
2017-02-01,0.6321103333333334,2.4237260000000003,2.0222233333333333,0.3267793333333334,5.166666666666663,110.294,0.23636333333333331,-0.18380670819694467
2017-03-01,0.7566356666666667,2.031263,1.9884406666666667,0.7093906666666668,5.099999999999997,110.861,0.31792356666666666,-0.5302150424101664
2017-04-01,0.8811610000000001,1.6388,1.9546580000000002,1.0920020000000001,5.0333333333333306,111.428,0.3994838,-0.876623376623388
2017-05-01,0.83006,1.5816103333333333,2.1208530000000003,2.359789,4.93333333333333,112.295,0.34167913333333333,-0.5079880268219648
2017-06-01,0.7789590000000001,1.5244206666666666,2.287048,3.6275760000000004,4.83333333333333,113.16199999999999,0.28387446666666666,-0.13935267702054144
2017-07-01,0.727858,1.467231,2.453243,4.895363,4.73333333333333,114.029,0.2260698,0.22928267278088196
2017-08-01,0.749237,1.4428723333333333,2.0226723333333334,3.131007333333333,4.63333333333333,114.929,0.2873964333333333,0.9371688406774379
2017-09-01,0.770616,1.4185136666666667,1.5921016666666667,1.3666516666666664,4.53333333333333,115.829,0.3487230666666667,1.6450550085739937
2017-10-01,0.791995,1.394155,1.1615309999999999,-0.397704,4.43333333333333,116.729,0.4100497,2.3529411764705497
2017-11-01,0.680396,1.1809956666666668,1.1802206666666666,0.04146633333333327,4.31111111111111,117.796,0.4883450666666667,1.7601983322064227
2017-12-01,0.568797,0.9678363333333333,1.1989103333333333,0.48063666666666655,4.18888888888889,118.863,0.5666404333333334,1.1674554879422958
2018-01-01,0.45719799999999994,0.754677,1.2176,0.9198069999999999,4.06666666666667,119.93,0.6449358000000001,0.574712643678169
2018-02-01,0.506127,0.7843180000000001,0.9559896666666667,0.7733446666666666,4.011111111111113,120.53,0.5097223666666667,-0.1565407772304206
2018-03-01,0.555056,0.813959,0.6943793333333333,0.6268823333333333,3.9555555555555566,121.13000000000001,0.37450893333333335,-0.8877941981390102
2018-04-01,0.603985,0.8436,0.43276899999999996,0.48041999999999996,3.9,121.73,0.2392955,-1.6190476190476
2018-05-01,0.47635799999999995,1.1224986666666668,0.6658903333333334,-0.29081233333333334,3.8666666666666667,123.03033333333333,0.7200516666666666,-1.3590251847754153
2018-06-01,0.34873099999999996,1.4013973333333334,0.8990116666666668,-1.0620446666666665,3.833333333333333,124.33066666666667,1.2008078333333332,-1.0990027505032307
2018-07-01,0.221104,1.680296,1.132133,-1.833277,3.8,125.631,1.6815639999999998,-0.8389803162310459
2018-08-01,0.2829273333333333,0.7910373333333334,0.5640646666666668,-0.14592099999999997,3.7333333333333334,126.19800000000001,1.2497306666666665,-0.5376258838871925
2018-09-01,0.34475066666666665,-0.09822133333333327,-0.004003666666666517,1.541435,3.6666666666666665,126.765,0.8178973333333333,-0.23627145154333906
2018-10-01,0.406574,-0.9874799999999999,-0.572072,3.228791,3.6,127.33200000000001,0.38606399999999996,0.0650829808005143
2018-11-01,0.440011,-0.5456693333333333,-0.023937666666666635,2.7843850000000003,3.5444444444444434,128.132,0.5313116999999999,0.3469116890973538
2018-12-01,0.47344800000000004,-0.10385866666666665,0.5241966666666668,2.339979,3.4888888888888867,128.93200000000002,0.6765593999999999,0.6287403973941934
2019-01-01,0.506885,0.337952,1.072331,1.895573,3.43333333333333,129.732,0.8218071,0.910569105691033
2019-02-01,0.4571426666666667,0.7677103333333333,1.1990426666666667,1.6435376666666666,3.399999999999997,130.43233333333333,0.6809523333333334,0.20958125146832185
2019-03-01,0.4074003333333333,1.1974686666666665,1.3257543333333333,1.3915023333333334,3.3666666666666636,131.13266666666667,0.5400975666666668,-0.4914066027543893
2019-04-01,0.357658,1.627227,1.452466,1.139467,3.3333333333333304,131.833,0.3992428,-1.1923944569771001
2019-05-01,0.3487393333333333,1.472862,1.323247,0.6370063333333333,3.377777777777777,132.36633333333333,0.5907673666666667,-0.7840577093045831
2019-06-01,0.33982066666666666,1.318497,1.194028,0.13454566666666667,3.4222222222222234,132.89966666666666,0.7822919333333334,-0.3757209616320659
2019-07-01,0.330902,1.164132,1.0648090000000001,-0.367915,3.46666666666667,133.433,0.9738165000000001,0.0326157860404513
2019-08-01,0.37175966666666665,0.9728496666666666,0.8947503333333334,0.1850113333333333,3.4444444444444464,134.1,0.9353322000000001,-0.1847554361947455
2019-09-01,0.41261733333333334,0.7815673333333333,0.7246916666666667,0.7379376666666666,3.4222222222222234,134.767,0.8968479,-0.4021266584299423
2019-10-01,0.453475,0.5902850000000001,0.554633,1.290864,3.4,135.434,0.8583636,-0.619497880665139
2019-11-01,-0.19583199999999995,-0.23909199999999997,-0.2983756666666666,1.0726966666666666,3.244444444444443,135.10049999999998,1.4763697333333332,-0.2817649913095733
2019-12-01,-0.8451389999999999,-1.068469,-1.1513843333333331,0.8545293333333333,3.088888888888887,134.767,2.0943758666666663,0.05596789804599245
2020-01-01,-1.494446,-1.897846,-2.004393,0.636362,2.93333333333333,134.43349999999998,2.712382,0.393700787401558
