year,date,country,number_of_companies,number_of_defaults,default_rate,gdp_growth,exports,imports,labor_costs_index,production,short_interest
2018,2018-07-01,Netherlands,279164,1890,0.006770213924431521,0.221104,1.680296,1.132133,1.6815639999999998,-0.8389803162310459,0.47
2018,2018-08-01,Netherlands,279164,1868,0.0066914072015016295,0.2829273333333333,0.7910373333333334,0.5640646666666668,1.2497306666666663,-0.5376258838871925,0.47
2018,2018-09-01,Netherlands,279164,1873,0.0067093178203493295,0.34475066666666665,-0.09822133333333327,-0.0040036666666665175,0.8178973333333333,-0.23627145154333906,0.55
2018,2018-10-01,Netherlands,279164,1892,0.0067773781719706,0.406574,-0.9874799999999999,-0.572072,0.38606399999999996,0.0650829808005143,0.58
2018,2018-11-01,Netherlands,279164,1912,0.00684902064736141,0.440011,-0.5456693333333333,-0.023937666666666642,0.5313116999999999,0.3469116890973538,0.52
2018,2018-12-01,Netherlands,279164,1906,0.006827527904744161,0.473448,-0.10385866666666664,0.5241966666666668,0.6765593999999999,0.6287403973941934,0.4
2019,2019-01-01,Netherlands,295875,1880,0.006354034643008029,0.506885,0.337952,1.072331,0.8218071,0.910569105691033,0.33
2019,2019-02-01,Netherlands,295875,1909,0.00645204900718209,0.4571426666666667,0.7677103333333333,1.1990426666666667,0.6809523333333334,0.20958125146832185,0.24
2019,2019-03-01,Netherlands,295875,1893,0.0063979721166033,0.4074003333333333,1.1974686666666663,1.3257543333333333,0.5400975666666668,-0.4914066027543893,0.15
2019,2019-04-01,Netherlands,295875,1926,0.00650950570342205,0.357658,1.627227,1.452466,0.3992428,-1.1923944569771001,0.2
2019,2019-05-01,Netherlands,295875,1922,0.00649598648077736,0.3487393333333333,1.472862,1.3232469999999998,0.5907673666666667,-0.7840577093045831,0.11
2019,2019-06-01,Netherlands,295875,1909,0.00645204900718209,0.33982066666666666,1.318497,1.194028,0.7822919333333334,-0.3757209616320659,-0.09
2019,2019-07-01,Netherlands,295875,1934,0.00653654414871145,0.330902,1.164132,1.0648090000000001,0.9738165000000001,0.0326157860404513,-0.21
2019,2019-08-01,Netherlands,295875,1973,0.00666835656949725,0.37175966666666665,0.9728496666666666,0.8947503333333334,0.9353322000000001,-0.1847554361947455,-0.5
2019,2019-09-01,Netherlands,295875,2008,0.0067866497676383605,0.4126173333333333,0.7815673333333333,0.7246916666666667,0.8968478999999999,-0.4021266584299423,-0.43
2019,2019-10-01,Netherlands,295875,2042,0.00690156316011829,0.453475,0.5902850000000001,0.554633,0.8583636,-0.619497880665139,-0.31
2019,2019-11-01,Netherlands,295875,2092,0.0070705534431770205,-0.19583199999999995,-0.239092,-0.2983756666666666,1.4763697333333332,-0.2817649913095733,-0.19
2019,2019-12-01,Netherlands,295875,2164,0.00731389945078158,-0.8451389999999999,-1.068469,-1.1513843333333331,2.0943758666666663,0.05596789804599245,-0.14
